time,open,high,low,close,volume
17:52,2059.9,2059.9,2057.43,2058.21,247.1498
17:53,2058.2,2059.1,2057.74,2058.13,415.0773
17:54,2058.12,2058.47,2057.68,2058.45,86.4977
17:55,2058.45,2059.61,2058.3,2058.59,167.3171
17:56,2058.59,2058.85,2056.82,2057.19,172.3221
